id	gene_short_name	num_cells_expressed
LOC117692687	salivary glue protein Sgs-3-like	30
LOC105333458	HEAT repeat-containing protein 1 homolog	307
LOC105333459	PR domain zinc finger protein 12	144
LOC105333460	E3 ubiquitin-protein ligase Siah1	5577
LOC117687267	mucin-17-like	74
LOC117692701	uncharacterized LOC117692701_ncRNA	15
LOC117692702	uncharacterized LOC117692702_ncRNA	0
LOC105317347	eukaryotic translation initiation factor 4 gamma 2-like	12852
LOC105317339	cytochrome c oxidase assembly protein COX18, mitochondrial-like	1508
LOC105317338	uncharacterized LOC105317338	11570
LOC105317335	sulfotransferase 1C4	71
LOC105317337	sulfotransferase 1C4	700
LOC117692715	uncharacterized LOC117692715	11
LOC117680416	uncharacterized LOC117680416	19
LOC117692721	uncharacterized LOC117692721_ncRNA	2
LOC105329895	uncharacterized LOC105329895	17
LOC105329896	uncharacterized LOC105329896	38
LOC105329897	double-stranded RNA-specific editase 1-like	3621
LOC105329900	uncharacterized LOC105329900	13
LOC105329898	sodium-coupled monocarboxylate transporter 1	47
LOC105333209	uncharacterized LOC105333209	17
LOC105333185	zinc transporter ZIP10	256
LOC105333186	uncharacterized LOC105333186	39
LOC105333189	uncharacterized LOC105333189	1511
LOC105333188	uncharacterized LOC105333188	928
LOC105333187	uncharacterized LOC105333187	203
LOC105333190	uncharacterized LOC105333190	598
LOC105333192	tubulin epsilon chain	381
LOC105333191	tripartite motif-containing protein 2	331
LOC105333193	rhodopsin, GQ-coupled	11
LOC117690902	aryl hydrocarbon receptor nuclear translocator-like protein 1	5
LOC117693025	uncharacterized LOC117693025	1
LOC117690076	uncharacterized LOC117690076_ncRNA	0
LOC105333210	protein cycle	1768
LOC105333195	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	377
LOC105333196	uncharacterized LOC105333196	326
LOC105333198	dynamin-binding protein-like	2158
LOC117690883	uncharacterized LOC117690883	5
LOC105333199	uncharacterized LOC105333199	30
LOC105333200	uncharacterized LOC105333200	16
LOC117683174	uncharacterized LOC117683174	6
LOC117683199	uncharacterized LOC117683199	11
LOC117687285	uncharacterized LOC117687285	1
LOC105347033	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	64
LOC105347032	SAP30-binding protein	10692
LOC105347031	kinesin-like protein KIF27	4064
LOC105347030	axonemal 84 kDa protein	3690
LOC105347029	carboxy-terminal kinesin 2	10566
LOC105347028	uncharacterized LOC105347028	68
LOC105347026	KICSTOR complex protein ITFG2	1688
LOC105347025	uncharacterized LOC105347025	25
LOC109621074	uncharacterized LOC109621074	171
LOC117683256	beta-1,3-galactosyltransferase 1-like	863
LOC117680308	spore coat protein SP65-like	0
LOC117683272	spore coat protein SP65-like	6
LOC117683276	neurogenic locus notch homolog protein 1-like	21
LOC117683280	integumentary mucin C.1-like	0
LOC117683284	atrial natriuretic peptide receptor 2-like	2174
LOC105324136	receptor-type guanylate cyclase gcy-28	997
LOC105324420	atrial natriuretic peptide receptor 2	1267
LOC105345759	atrial natriuretic peptide receptor 2	316
LOC105345761	1,5-anhydro-D-fructose reductase-like	1682
LOC105345760	CD151 antigen-like	633
LOC105345762	whirlin-like	13
LOC105345764	EF-hand domain-containing protein 1	3000
LOC105345763	gamma-1-syntrophin	1914
LOC105345765	metallophosphoesterase MPPED2	1130
LOC105341485	uncharacterized LOC105341485	1686
LOC105341486	Golgi SNAP receptor complex member 2	8067
LOC105341487	coiled-coil domain-containing protein 13	2086
LOC105341489	uncharacterized LOC105341489_ncRNA	4
LOC105341490	uncharacterized LOC105341490_ncRNA	2
LOC117683411	uncharacterized LOC117683411_ncRNA	1
LOC117683410	uncharacterized LOC117683410_ncRNA	6
LOC105341512	ABC transporter G family member 22	348
LOC105341492	uncharacterized LOC105341492	84
LOC105341511	synaptojanin-1	2130
LOC105341493	PIN2/TERF1-interacting telomerase inhibitor 1	12606
LOC105341494	serine/threonine-protein kinase PLK1	10433
LOC105341496	cholecystokinin receptor	161
LOC109620374	olfactory receptor 51V1-like	1
LOC109620373	olfactory receptor 51F2-like	0
LOC105341497	inactive phospholipase C-like protein 2	2802
LOC105341498	ubiquitin carboxyl-terminal hydrolase 44	1485
LOC105341499	uncharacterized LOC105341499	2421
LOC105341500	uncharacterized LOC105341500	2038
LOC105321645	uncharacterized LOC105321645	100
LOC105321664	STE20-related kinase adapter protein alpha	4323
LOC105326861	proteasomal ubiquitin receptor ADRM1-B	10504
LOC105326859	G-protein coupled receptor 157	57
LOC105326860	choline/ethanolaminephosphotransferase 1	1495
LOC105326858	branched-chain-amino-acid aminotransferase, cytosolic	5167
LOC105326856	transcription factor SOX-5	3289
LOC109618582	uncharacterized LOC109618582_ncRNA	21
LOC105326855	sulfotransferase family cytosolic 1B member 1	254
LOC117683520	uncharacterized LOC117683520	0
LOC105334988	sulfotransferase 1A1	5
LOC105334987	uncharacterized LOC105334987_ncRNA	18
LOC105334986	sulfotransferase 1A1	11
LOC105334989	uncharacterized LOC105334989	37
LOC105334990	uncharacterized LOC105334990_ncRNA	2287
LOC105334991	uncharacterized LOC105334991	475
LOC105334992	phytanoyl-CoA hydroxylase-interacting protein-like	809
LOC105334932	uncharacterized LOC105334932_ncRNA	7
LOC105334929	uncharacterized LOC105334929_ncRNA	14
LOC117687306	GTPase IMAP family member 4-like	29
LOC105334937	uncharacterized LOC105334937	12
LOC105334955	peptidyl-prolyl cis-trans isomerase FKBP4	3896
LOC105334966	sodium channel modifier 1	1372
Trnas-aga_3		0
LOC105335377	uncharacterized LOC105335377	147
LOC105334984	radial spoke head 14 homolog	3492
LOC105334993	phosphonopyruvate decarboxylase	4243
LOC105335019	transmembrane protein 233	17241
LOC105335035	nck-associated protein 1_transcript variant X41, mRNA	5197
LOC105335162	dnaJ homolog subfamily C member 25 homolog	12951
LOC105335176	uncharacterized LOC105335176	286
LOC105335192	helicase with zinc finger domain 2	62
LOC105335200	uncharacterized LOC105335200	1200
LOC105335206	uncharacterized LOC105335206	16
LOC117682581	uncharacterized LOC117682581	1
LOC105335219	uncharacterized LOC105335219	6
LOC105335229	uncharacterized LOC105335229	99
LOC105335382	pancreatic lipase-related protein 2	99
LOC105335250	neuropeptide S receptor	1
LOC105335259	galactose-3-O-sulfotransferase 2	4
LOC105335295	gigasin-2	227
LOC105335286	EGF-like domain-containing protein 2	0
LOC105335268	EGF-like domain-containing protein 2	21
LOC105335389	mdm2-binding protein	1202
LOC105335319	uncharacterized LOC105335319	157
LOC105335329	hypothetical protein	142
LOC105335339	beta-1,3-galactosyltransferase 5	5523
LOC117682625	uncharacterized LOC117682625	239
LOC105322395	DNA polymerase delta catalytic subunit	817
LOC105322396	ras association domain-containing protein 9	5467
LOC105322397	uncharacterized LOC105322397	28
LOC105322398	uncharacterized LOC105322398	1728
LOC105322399	low affinity immunoglobulin epsilon Fc receptor	4
LOC105347567	neo-calmodulin	203
LOC105322401	uncharacterized LOC105322401	6
LOC117682685	uncharacterized LOC117682685	0
LOC105331727	UNC5C-like protein	35
LOC105331728	FMRFamide receptor	611
LOC105331730	homeobox protein MOX-1	23
LOC105331731	ribulose-phosphate 3-epimerase	1041
LOC105331734	mucin-19	86
LOC105343510	putative uncharacterized protein DDB_G0286901	459
LOC117687309	GATA zinc finger domain-containing protein 14-like	4
LOC105343441	uncharacterized LOC105343441	694
LOC105343446	sulfotransferase 1E1-like	1
LOC105343440	sulfotransferase 1E1	4
LOC105343439	sulfotransferase family cytosolic 1B member 1	72
LOC105343445	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like	232
LOC109620611	uncharacterized LOC109620611_ncRNA	223
LOC105343438	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like	178
LOC109617405	uncharacterized LOC109617405	195
LOC117685481	uncharacterized LOC117685481	21
LOC117684766	uncharacterized LOC117684766	18
LOC105341380	uncharacterized LOC105341380	2
LOC105341381	uncharacterized LOC105341381	1
LOC105341382	uncharacterized LOC105341382	2
LOC105341383	uncharacterized LOC105341383	0
LOC105341384	uncharacterized LOC105341384_ncRNA	0
LOC105341385	uncharacterized LOC105341385	1
LOC105341387	cadherin-23-like	31
LOC105341388	protein disulfide-isomerase A6	9918
LOC105341389	coiled-coil domain-containing protein 43	12748
LOC105324545	lipoyltransferase 1, mitochondrial	1145
LOC105324546	DNA ligase 1	10734
LOC105324547	decaprenyl-diphosphate synthase subunit 1	1626
LOC105324549	serine hydrolase RBBP9	2533
LOC105341398	enhancer of polycomb homolog 1	12704
LOC105341391	sialidase	4603
LOC117687313	homeobox protein meis3-B-like	4
LOC105341392	uncharacterized LOC105341392	5067
LOC105341395	centrosomal protein of 70 kDa	7544
LOC105341394	fas apoptotic inhibitory molecule 1	1167
LOC105341396	uncharacterized LOC105341396	877
LOC105341397	beta-1,3-glucan-binding protein-like	204
LOC105333309	CD209 antigen-like protein 2	20
LOC105333312	endoplasmic reticulum-Golgi intermediate compartment protein 3	4334
Trnap-cgg		0
LOC105333311	uncharacterized LOC105333311_ncRNA	15165
LOC105333313	uncharacterized LOC105333313	13210
LOC117688192	uncharacterized LOC117688192_ncRNA	0
LOC105333314	uncharacterized LOC105333314_ncRNA	24
LOC105333315	probable ATP-dependent RNA helicase DHX58	50
LOC105333990	antiviral innate immune response receptor RIG-I	243
LOC105333988	secreted frizzled-related protein 3	48
LOC105333989	nucleosome assembly protein 1-like 1	12705
LOC105319021	60S ribosomal protein L15	8664
LOC105319022	UPF0705 protein C11orf49 homolog	1243
LOC105319023	apoptosis inhibitor 5	11220
LOC105319024	cryptochrome-1	2200
LOC105319039	meiosis-specific protein MEI4-like	146
LOC105319026	rho guanine nucleotide exchange factor 39	3245
LOC105319027	LIM domain only protein 3	1138
LOC105319028	uncharacterized LOC105319028	1716
LOC105319029	histone-lysine N-methyltransferase KMT5B-A-like	4829
LOC105319030	uncharacterized LOC105319030	11
LOC105319033	adenylate cyclase CyaB-like	3771
LOC105319032	UPF0711 protein C18orf21 homolog	1898
LOC105319031	peroxisomal membrane protein 4	2961
LOC105319036	protein TsetseEP-like	6680
LOC105319035	soluble guanylate cyclase 88E	902
LOC109617462	uncharacterized LOC109617462	30
LOC105338349	uncharacterized LOC105338349	2052
LOC105338351	uncharacterized LOC105338351	11501
LOC105348582	RING finger protein 141	4102
LOC105348583	uncharacterized LOC105348583	9785
LOC105348584	protein PIF	114
LOC105348587	carbonyl reductase [NADPH] 3-like	970
LOC105348588	uncharacterized LOC105348588	122
LOC105348590	protein lin-9 homolog	7115
LOC105348591	M-phase inducer phosphatase	1966
LOC105343468	atrial natriuretic peptide receptor 1	44
LOC117689512	uncharacterized LOC117689512_ncRNA	1
LOC105343467	uncharacterized LOC105343467	112
LOC105343466	uncharacterized LOC105343466	182
LOC105343465	titin	18
LOC105343464	uncharacterized LOC105343464	3
LOC117688212	uncharacterized LOC117688212_ncRNA	7
LOC105319227	TBC1 domain family member 9	2712
LOC105319226	uncharacterized LOC105319226	33
LOC105319225	glutaredoxin-2, mitochondrial-like	5548
LOC117689520	uncharacterized LOC117689520_ncRNA	632
LOC105322393	uncharacterized LOC105322393	4
LOC105327784	cholecystokinin receptor type A	334
LOC105327783	glucosidase 2 subunit beta	3278
LOC105327782	zinc metalloproteinase dpy-31-like	856
LOC105327781	uncharacterized LOC105327781	3865
LOC105327779	3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic	2727
LOC105327778	methenyltetrahydrofolate synthase domain-containing protein	13828
LOC105338034	uncharacterized LOC105338034	66
LOC105338035	60S ribosomal protein L11	17512
LOC105327777	dynein regulatory complex protein 1	3574
LOC105327776	transmembrane protein 241	2850
LOC105327775	U5 small nuclear ribonucleoprotein 40 kDa protein	9592
LOC117689638	RBPJ-interacting and tubulin-associated protein 1-like	2727
LOC105327772	SUMO-specific isopeptidase USPL1	6296
LOC105322786	lysozyme 3	5
LOC109617956	5-hydroxytryptamine receptor 1D	30
LOC117689666	uncharacterized LOC117689666	1
LOC105319440	replication factor C subunit 1	4534
LOC105322766	semaphorin-5A	563
LOC117689697	uncharacterized LOC117689697_ncRNA	2
LOC105322767	PTB domain-containing engulfment adapter protein 1	2897
LOC105322768	uncharacterized LOC105322768	68
LOC105322769	contactin	8012
LOC105323728	uncharacterized LOC105323728_ncRNA	1
LOC117689706	uncharacterized LOC117689706	19
LOC105322770	zinc finger protein GLI4	960
LOC105322772	uncharacterized LOC105322772_ncRNA	5
LOC105328321	peptidyl-prolyl cis-trans isomerase G	13558
LOC105328322	solute carrier family 25 member 40	4290
LOC117689736	mucin-2-like	5
LOC117689778	uncharacterized LOC117689778_ncRNA	0
LOC117689757	uncharacterized LOC117689757	0
LOC117689745	organic cation transporter protein-like	11
LOC105328325	cartilage matrix protein	0
LOC117689775	uncharacterized LOC117689775	0
LOC117680456	uncharacterized LOC117680456	0
LOC105328327	uncharacterized LOC105328327	1
LOC117689749	uncharacterized LOC117689749	10
LOC117689754	collagen alpha-1(XII) chain-like	0
LOC117689779	uncharacterized LOC117689779_ncRNA	0
LOC117689741	bifunctional purine biosynthesis protein PURH-like	151
LOC117689747	uncharacterized LOC117689747	264
LOC117689748	uncharacterized protein KIAA2013 homolog	151
LOC105328323	tenascin	2
LOC117689758	uncharacterized LOC117689758	0
LOC105328324	organic cation transporter protein	8
LOC117689767	uncharacterized LOC117689767	3
LOC105328328	uncharacterized protein ZK673.1-like	1
LOC117689761	uncharacterized LOC117689761	0
LOC105328330	uncharacterized LOC105328330	2
LOC105328329	cartilage matrix protein	0
LOC109618773	uncharacterized LOC109618773_ncRNA	0
LOC105346146	bifunctional purine biosynthesis protein PURH	476
LOC117680946	uncharacterized LOC117680946	707
LOC105346115	uncharacterized protein KIAA2013 homolog	889
LOC105346107	EGF-like domain-containing protein 2	207
LOC105340208	uncharacterized LOC105340208	7
LOC109617036	uncharacterized LOC109617036	10
LOC105346581	hypothetical protein	204
LOC105346580	hypothetical protein	162
LOC105346577	uncharacterized LOC105346577	1102
LOC105346576	liprin-alpha-1	11342
LOC117689809	uncharacterized LOC117689809	2271
LOC105324981	myelin regulatory factor	2807
LOC105324982	nodal modulator 1-like	4490
LOC105324983	WW domain-containing oxidoreductase	153
LOC105324984	leucine-rich repeat-containing G-protein coupled receptor 5-like	634
LOC105324985	E3 ubiquitin-protein ligase TRIM33	11848
LOC117689815	uncharacterized LOC117689815_ncRNA	8
LOC105325952	CD151 antigen	5447
LOC105325949	bone morphogenetic protein receptor type-2-like	97
LOC117689830	uncharacterized LOC117689830_ncRNA	0
LOC105325951	uncharacterized LOC105325951	1694
LOC105325948	transient receptor potential cation channel subfamily M member-like 2	2967
LOC105325947	myosin-2 essential light chain	16776
LOC105325946	uncharacterized LOC105325946	8625
LOC105325945	uncharacterized LOC105325945	3
LOC105325944	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	347
LOC105325942	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	694
LOC105325941	WD repeat-containing protein 48	1890
LOC105325940	secretion-regulating guanine nucleotide exchange factor	1467
LOC105341411	uncharacterized LOC105341411	95
LOC105341412	40S ribosomal protein S10-like	15546
LOC105341413	ER degradation-enhancing alpha-mannosidase-like protein 2	1066
LOC105346210	ankyrin-1-like	2
LOC117689845	ankyrin-1-like	1
LOC117689850	uncharacterized LOC117689850	1
LOC105346209	ras-related and estrogen-regulated growth inhibitor	77
LOC117689855	uncharacterized LOC117689855_ncRNA	0
LOC105346207	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	3212
LOC105346206	complement component 1 Q subcomponent-binding protein, mitochondrial	3266
LOC105346204	complement component 1 Q subcomponent-binding protein, mitochondrial	4725
LOC105346203	farnesyl pyrophosphate synthase	1473
LOC105319564	acid-sensing ion channel 1A	90
LOC105319553	protein limb expression 1 homolog	6230
LOC105319552	sec1 family domain-containing protein 1	7387
LOC117686691	U4 spliceosomal RNA_ncRNA	0
LOC117680292	tektin-3-like	728
LOC109617542	uncharacterized LOC109617542_ncRNA	5
LOC105319549	serine protease inhibitor Cvsi-2-like	13
LOC105319563	uncharacterized LOC105319563	588
LOC105319548	fatty acid-binding protein homolog 6	3491
LOC109617543	hypothetical protein	1722
LOC105319546	uncharacterized LOC105319546	1122
LOC105319547	neuropilin-1a	89
LOC117689892	uncharacterized LOC117689892	1
LOC105319545	uncharacterized LOC105319545	4
LOC117689893	uncharacterized LOC117689893_ncRNA	1
LOC105319544	uncharacterized LOC105319544	9
LOC117689895	uncharacterized LOC117689895_ncRNA	1
LOC105319542	adenylate kinase 2, mitochondrial	9119
LOC105319541	translation initiation factor eIF-2B subunit delta	5524
LOC105319540	uncharacterized LOC105319540	43
LOC105319539	matrix metalloproteinase-19	71
LOC105332283	uncharacterized LOC105332283	131
LOC105332282	uncharacterized LOC105332282_ncRNA	17717
LOC105332281	protein quiver	210
LOC105332280	uncharacterized LOC105332280	451
LOC105332279	peroxisomal trans-2-enoyl-CoA reductase	1713
