duckID	evalue	LOC
PGEN_.00g006140	8.89E-12	LOC105318980
PGEN_.00g006150	1.39E-29	LOC105346746
PGEN_.00g006160	3.29E-42	LOC105321014
PGEN_.00g006170	2.52E-14	LOC105345186
PGEN_.00g006180	5.72E-19	LOC117683426
PGEN_.00g006190	1.50E-11	LOC105324661
PGEN_.00g006200	0.012	LOC109618738
PGEN_.00g006210	4.78E-11	LOC105322303
PGEN_.00g006220	4.8	LOC117682318
PGEN_.00g006230	1.05E-14	LOC117685317
PGEN_.00g006240	2.7	LOC105339787
PGEN_.00g006250	1.8	LOC117683492
PGEN_.00g006260	2.40E-13	LOC105331425
PGEN_.00g006270	1.17E-15	LOC105331403
PGEN_.00g006280	0	LOC117684919
PGEN_.00g006290	0	LOC117684919
PGEN_.00g006300	7.67E-22	LOC105321129
PGEN_.00g006310	8.63E-93	LOC105335076
PGEN_.00g006320	1.11E-16	LOC105331523
PGEN_.00g006330	1.98E-05	LOC109620420
PGEN_.00g006340	9.57E-23	LOC105331523
PGEN_.00g006350	3.8	LOC105337090
PGEN_.00g006360	4.93E-17	LOC117685816
PGEN_.00g006370	1.75E-15	LOC105348851
PGEN_.00g006380	5.19E-24	LOC105324647
PGEN_.00g006390	1.13E-26	LOC105348565
PGEN_.00g006400	4.08E-57	LOC105348565
PGEN_.00g006410	3.29E-20	LOC105322634
PGEN_.00g006420	1.11E-15	LOC105338781
PGEN_.00g006430	5.29E-14	LOC105345163
PGEN_.00g006440	8.58E-14	LOC105340432
PGEN_.00g006450	6.30E-27	LOC105343998
PGEN_.00g006460	3.01E-17	LOC105319804
PGEN_.00g006470	7.19E-60	LOC105319803
PGEN_.00g006480	1.10E-47	LOC105318514
PGEN_.00g006490	2.38E-112	LOC117684251
PGEN_.00g006500	2.58E-119	LOC105341121
PGEN_.00g006510	2.10E-07	LOC117686470
PGEN_.00g006520	1.3	LOC105322474
PGEN_.00g006530	0.064	LOC117690277
PGEN_.00g006540	0.008	LOC105328715
PGEN_.00g006550	3.41E-22	LOC117685913
PGEN_.00g006560	3.57E-25	LOC117680357
PGEN_.00g006570	2.16E-21	LOC117685462
PGEN_.00g006580	2.69E-12	LOC117688487
PGEN_.00g006590	7.4	LOC105342568
PGEN_.00g006600	1.82E-124	LOC105324655
PGEN_.00g006610	0.24	LOC105319123
PGEN_.00g006620	0.4	LOC105327113
PGEN_.00g006630	5.3	LOC109617926
PGEN_.00g006650	2.7	LOC105336640
PGEN_.00g006660	7.6	LOC105327398
PGEN_.00g006670	9.56E-67	LOC105343998
PGEN_.00g006680	1.86E-06	LOC117689376
PGEN_.00g006690	0.65	LOC105325917
PGEN_.00g006710	3.95E-14	LOC117693052
PGEN_.00g006720	1.28E-27	LOC105340312
PGEN_.00g006730	2.6	LOC105339972
PGEN_.00g006750	0.76	LOC105339917
PGEN_.00g006760	6	LOC109619056
PGEN_.00g006780	8.3	LOC105337869
PGEN_.00g006790	3.7	LOC105335705
PGEN_.00g006800	0	LOC105335713
PGEN_.00g006810	0.27	LOC105325250
PGEN_.00g006820	1.09E-12	LOC105334520
PGEN_.00g006830	1.67E-21	LOC105341237
PGEN_.00g006840	2.53E-16	LOC105318491
PGEN_.00g006850	7.34E-17	LOC105333932
PGEN_.00g006860	0.001	LOC105347555
PGEN_.00g006870	3.3	LOC105342094
PGEN_.00g006880	1.75E-16	LOC117685880
PGEN_.00g006890	5.20E-22	LOC117685914
PGEN_.00g006900	0.065	LOC105342281
PGEN_.00g006910	1.3	LOC105332278
PGEN_.00g006920	6.30E-30	LOC105340654
PGEN_.00g006930	9.62E-17	LOC105339109
PGEN_.00g006940	2.31E-23	LOC117682704
PGEN_.00g006950	1.36E-16	LOC105339109
PGEN_.00g006960	5.04E-27	LOC105344368
PGEN_.00g006970	0.057	LOC105330302
PGEN_.00g006990	1.13E-24	LOC105344368
PGEN_.00g007000	7.78E-24	LOC105344368
PGEN_.00g007010	7.8	LOC105336992
PGEN_.00g007020	4.20E-24	LOC105344368
PGEN_.00g007030	5.76E-14	LOC105322303
PGEN_.00g007040	2.03E-12	LOC105334799
PGEN_.00g007050	0.005	LOC105339109
PGEN_.00g007060	2.02E-12	LOC105339109
PGEN_.00g007070	4.27E-11	LOC105339109
PGEN_.00g007080	1.58E-21	LOC105338779
PGEN_.00g007090	2.39E-19	LOC105318390
PGEN_.00g007100	3.16E-15	LOC105328734
PGEN_.00g007110	3.01E-14	LOC105321774
PGEN_.00g007120	2.50E-22	LOC105321774
PGEN_.00g007130	6.25E-24	LOC105327596
PGEN_.00g007140	5.29E-15	LOC105327596
PGEN_.00g007150	1.60E-09	LOC105327596
PGEN_.00g007160	2.29E-05	LOC117690300
PGEN_.00g007170	3.61E-39	LOC117689364
PGEN_.00g007190	7.19E-10	LOC105327452
PGEN_.00g007200	5.12E-28	LOC105333724
PGEN_.00g007210	1.88E-07	LOC105333715
PGEN_.00g007220	6.97E-10	LOC117681191
PGEN_.00g007230	1.42E-04	LOC117687137
PGEN_.00g007240	0.14	LOC105321636
PGEN_.00g007250	7.01E-04	LOC105345710
PGEN_.00g007260	8.94E-05	LOC105346163
PGEN_.00g007270	7.5	LOC105341219
PGEN_.00g007280	1	LOC105341084
PGEN_.00g007290	0.72	LOC105319766
PGEN_.00g007300	1.29E-20	LOC105318393
PGEN_.00g007310	1.09E-14	LOC105318394
PGEN_.00g007320	1.13E-23	LOC109620344
PGEN_.00g007330	3.57E-05	LOC117684619
PGEN_.00g007340	1.48E-47	LOC105324649
PGEN_.00g007350	0.33	LOC117681851
PGEN_.00g007360	0.4	LOC105329326
PGEN_.00g007370	4.7	LOC105319955
PGEN_.00g007390	1.85E-10	LOC117683435
PGEN_.00g007400	0.011	LOC105335390
PGEN_.00g007410	2.5	LOC117688766
PGEN_.00g007420	0.002	LOC117685444
PGEN_.00g007430	1	LOC105334471
PGEN_.00g007440	8.56E-12	LOC117684519
PGEN_.00g007450	1.43E-28	LOC105330581
PGEN_.00g007460	0.28	LOC105332157
PGEN_.00g007470	0.68	LOC105333900
PGEN_.00g007480	4.02E-11	LOC117686247
PGEN_.00g007490	6	LOC105336239
PGEN_.00g007500	1.24E-59	LOC117684911
PGEN_.00g007510	5.7	LOC105335849
PGEN_.00g007520	1.46E-25	LOC105340555
PGEN_.00g007530	1.07E-12	LOC105340555
PGEN_.00g007540	7.82E-17	LOC105324314
PGEN_.00g007550	5.34E-07	LOC105331660
PGEN_.00g007560	0.95	LOC105347668
PGEN_.00g007570	3.00E-04	LOC117690300
PGEN_.00g007580	1.7	LOC105345928
PGEN_.00g007590	2.6	LOC105321198
PGEN_.00g007600	1.92E-05	LOC105333076
PGEN_.00g007610	3.98E-14	LOC105322326
PGEN_.00g007620	6.23E-11	LOC105338741
PGEN_.00g007630	3.82E-15	LOC105329460
PGEN_.00g007640	7.46E-82	LOC105330264
PGEN_.00g007650	1.43E-63	LOC109617665
PGEN_.00g007660	9.2	LOC105321771
PGEN_.00g007670	4.02E-16	LOC117687160
PGEN_.00g007680	1.35E-18	LOC117691177
PGEN_.00g007690	2.93E-16	LOC109617665
PGEN_.00g007700	0.004	LOC105317818
PGEN_.00g007710	7.9	LOC117687297
PGEN_.00g007720	4.40E-56	LOC105321629
PGEN_.00g007730	8.43E-05	LOC109618471
PGEN_.00g007740	1.02E-15	LOC105347423
PGEN_.00g007750	6.33E-114	LOC105347422
PGEN_.00g007760	6.45E-18	LOC105319771
PGEN_.00g007770	3.47E-33	LOC105320625
PGEN_.00g007780	9.07E-107	LOC105326700
PGEN_.00g007790	2.4	LOC105344567
PGEN_.00g007800	2.58E-13	LOC105326699
PGEN_.00g007810	2.08E-91	LOC117686795
PGEN_.00g007820	3.69E-04	LOC117684164
PGEN_.00g007830	1.9	LOC105330559
PGEN_.00g007840	1.56E-12	LOC117684164
PGEN_.00g007850	0.18	LOC117687137
PGEN_.00g007860	0	LOC105326698
PGEN_.00g007870	0	LOC105326698
PGEN_.00g007880	0	LOC105326705
PGEN_.00g007890	0.47	LOC105341857
PGEN_.00g007900	0.15	LOC117692881
PGEN_.00g007930	3.40E-23	LOC117686717
PGEN_.00g007940	2.27E-16	LOC105321401
PGEN_.00g007950	1.01E-18	LOC105335252
PGEN_.00g007960	1.67E-38	LOC105333374
PGEN_.00g007970	7.45E-64	LOC117684669
PGEN_.00g007980	8.56E-34	LOC117686955
PGEN_.00g007990	1.55E-05	LOC105331408
PGEN_.00g008000	7.20E-16	LOC105342344
PGEN_.00g008010	1.66E-27	LOC105318515
PGEN_.00g008020	4.85E-09	LOC105318516
PGEN_.00g008030	1.06E-24	LOC105339056
PGEN_.00g008040	4.65E-21	LOC105335167
PGEN_.00g008050	1.2	LOC105347808
PGEN_.00g008060	2.24E-34	LOC105347209
PGEN_.00g008070	2.76E-34	LOC105347209
PGEN_.00g008080	1.09E-43	LOC105335166
PGEN_.00g008090	0	LOC105328715
PGEN_.00g008100	2.24E-06	LOC105328343
PGEN_.00g008110	5.65E-14	LOC105335090
PGEN_.00g008120	1.78E-17	LOC105335090
PGEN_.00g008130	1.95E-62	LOC105329458
PGEN_.00g008140	4.5	LOC105333774
PGEN_.00g008150	0.47	LOC105332902
PGEN_.00g008160	9.56E-10	LOC105348041
PGEN_.00g008170	0.28	LOC105347802
PGEN_.00g008180	0.72	LOC105322785
PGEN_.00g008190	0.01	LOC105345503
PGEN_.00g008200	2.17E-09	LOC105345503
PGEN_.00g008210	3.4	LOC105322203
PGEN_.00g008230	6.5	LOC109621176
PGEN_.00g008240	0.001	LOC105328140
PGEN_.00g008250	0.72	LOC105324861
PGEN_.00g008260	7.1	LOC105318247
PGEN_.00g008270	3.45E-07	LOC105333360
PGEN_.00g008280	5.9	LOC105347619
PGEN_.00g008290	3.8	LOC117681903
PGEN_.00g008300	1.03E-14	LOC105348487
PGEN_.00g008320	1.06E-95	LOC105348486
PGEN_.00g008340	9	LOC105330249
PGEN_.00g008350	2.43E-22	LOC117683059
PGEN_.00g008360	5.02E-17	LOC105331552
PGEN_.00g008370	2.69E-16	LOC105331549
PGEN_.00g008380	2.75E-05	LOC105331549
PGEN_.00g008390	2.79E-22	LOC105331551
PGEN_.00g008400	2.01E-29	LOC105341914
PGEN_.00g008410	2.25E-09	LOC117682121
PGEN_.00g008420	1.02E-08	LOC117687319
PGEN_.00g008430	1.49E-20	LOC105318407
PGEN_.00g008440	9.62E-15	LOC105318605
PGEN_.00g008450	3.11E-26	LOC105347453
PGEN_.00g008460	5.98E-40	LOC109619288
PGEN_.00g008470	6.36E-35	LOC105320915
PGEN_.00g008480	8.36E-98	LOC105343858
PGEN_.00g008490	3.29E-20	LOC105320914
PGEN_.00g008500	9.42E-15	LOC105317091
PGEN_.00g008510	0.03	LOC117684164
PGEN_.00g008520	0.43	LOC105320587
PGEN_.00g008530	1.75E-19	LOC105337123
PGEN_.00g008540	2.14E-37	LOC105318915
PGEN_.00g008550	4.08E-22	LOC105325769
PGEN_.00g008560	4.93E-45	LOC105348681
PGEN_.00g008570	4.54E-32	LOC105326712
PGEN_.00g008580	3.78E-30	LOC105326711
PGEN_.00g008590	4.59E-31	LOC105321599
PGEN_.00g008600	6.49E-15	LOC105321598
PGEN_.00g008610	4.99E-55	LOC117680433
PGEN_.00g008620	4.75E-61	LOC105341467
PGEN_.00g008630	5.66E-13	LOC105321598
PGEN_.00g008640	2.92E-24	LOC117684867
PGEN_.00g008650	0	LOC105329788
PGEN_.00g008660	1.18E-34	LOC105339670
PGEN_.00g008670	0.024	LOC105326801
PGEN_.00g008680	9.30E-07	LOC105347989
PGEN_.00g008690	1.69E-29	LOC117692032
PGEN_.00g008700	2.10E-24	LOC117682706
PGEN_.00g008710	9.05E-38	LOC105329685
PGEN_.00g008720	3.91E-32	LOC105345266
PGEN_.00g008730	1.85E-32	LOC105340591
PGEN_.00g008740	1.7	LOC105326091
PGEN_.00g008750	1.76E-27	LOC105336110
PGEN_.00g008770	1.14E-22	LOC105336110
PGEN_.00g008780	1.18E-07	LOC105335693
PGEN_.00g008800	1.15E-10	LOC117682920
PGEN_.00g008810	9.1	LOC105324538
PGEN_.00g008820	3.55E-11	LOC105338304
PGEN_.00g008830	0.073	LOC117684452
PGEN_.00g008840	0.82	LOC109619702
PGEN_.00g008850	0.13	LOC105321473
PGEN_.00g008860	3.17E-46	LOC105348489
PGEN_.00g008870	3.42E-70	LOC105320624
PGEN_.00g008880	1.57E-26	LOC105320623
PGEN_.00g008890	0.38	LOC105334520
PGEN_.00g008900	2.6	LOC105318727
PGEN_.00g008910	0.91	LOC105322317
PGEN_.00g008920	6.75E-06	LOC117687493
PGEN_.00g008940	4.1	LOC105347693
PGEN_.00g008950	1.3	LOC105324676
PGEN_.00g008960	1.50E-15	LOC105342060
PGEN_.00g008980	5.10E-12	LOC105334604
PGEN_.00g008990	6.87E-22	LOC117692956
PGEN_.00g009010	3.86E-163	LOC105342062
PGEN_.00g009020	3.25E-37	LOC105342063
PGEN_.00g009040	0.001	LOC117686045
PGEN_.00g009050	4.54E-09	LOC117691134
PGEN_.00g009060	9.97E-18	LOC117685499
PGEN_.00g009090	3.3	LOC117687203
PGEN_.00g009100	1.84E-16	LOC105318492
PGEN_.00g009110	1.31E-07	LOC105337789
PGEN_.00g009120	3.3	LOC105317293
PGEN_.00g009130	6.42E-23	LOC105331660
PGEN_.00g009140	4.85E-18	LOC105343169
PGEN_.00g009150	0.085	LOC109617317
PGEN_.00g009160	0.94	LOC105337409
PGEN_.00g009170	0.003	LOC105337130
PGEN_.00g009180	3.80E-169	LOC105335106
PGEN_.00g009190	0.021	LOC117681218
PGEN_.00g009200	5.79E-06	LOC105331210
PGEN_.00g009210	2.5	LOC117690733
PGEN_.00g009220	1.1	LOC105347314
PGEN_.00g009230	6.73E-10	LOC105326938
PGEN_.00g009240	5.79E-05	LOC117692217
PGEN_.00g009250	6.5	LOC105327892
PGEN_.00g009260	1.45E-04	LOC117683935
PGEN_.00g009270	0.002	LOC117690398
PGEN_.00g009280	3.61E-14	LOC105334607
PGEN_.00g009290	1.67E-25	LOC105331660
PGEN_.00g009300	9.8	LOC105328734
PGEN_.00g009310	8.29E-30	LOC105334783
PGEN_.00g009320	2.05E-09	LOC105345228
PGEN_.00g009330	1.12E-29	LOC117692043
PGEN_.00g009340	1.78E-15	LOC105346387
PGEN_.00g009350	1.02E-21	LOC105318395
PGEN_.00g009360	0.23	LOC105321086
PGEN_.00g009370	5.62E-28	LOC105318395
PGEN_.00g009380	0.52	LOC105324463
PGEN_.00g009390	0.015	LOC105327260
PGEN_.00g009400	6.64E-05	LOC105318403
PGEN_.00g009410	6.97E-24	LOC105318403
PGEN_.00g009420	7.06E-31	LOC105326713
PGEN_.00g009430	3.78E-36	LOC105347421
PGEN_.00g009440	9.50E-05	LOC117682121
PGEN_.00g009460	9.74E-39	LOC117684338
PGEN_.00g009480	0.12	LOC117689107
PGEN_.00g009490	1.92E-46	LOC117684452
PGEN_.00g009500	2.2	LOC105333073
PGEN_.00g009510	7.02E-13	LOC105344805
PGEN_.00g009520	3	LOC105341624
PGEN_.00g009530	1.8	LOC105331097
PGEN_.00g009540	4.53E-18	LOC117691890
PGEN_.00g009550	4.94E-16	LOC105336673
PGEN_.00g009560	0.23	LOC109618707
PGEN_.00g009580	3.40E-04	LOC117687336
PGEN_.00g009590	0	LOC105317404
PGEN_.00g009600	1.26E-06	LOC105334098
PGEN_.00g009610	2.99E-92	LOC105345576
PGEN_.00g009630	6.12E-11	LOC105345576
PGEN_.00g009640	4.97E-43	LOC105327975
PGEN_.00g009650	5.82E-06	LOC105333744
PGEN_.00g009660	8.77E-25	LOC105334827
PGEN_.00g009670	1.14E-37	LOC109618360
PGEN_.00g009680	3.9	LOC105342869
PGEN_.00g009690	7.51E-23	LOC105332571
PGEN_.00g009700	3.47E-14	LOC105332570
PGEN_.00g009710	5.23E-07	LOC117686833
PGEN_.00g009720	1.16E-56	LOC105343340
PGEN_.00g009730	3.31E-09	LOC105344830
PGEN_.00g009750	2.65E-12	LOC105344829
PGEN_.00g009760	1.36E-22	LOC105343346
PGEN_.00g009770	9.77E-08	LOC105343349
PGEN_.00g009780	3.83E-15	LOC105322079
PGEN_.00g009790	0.33	LOC105326544
PGEN_.00g009820	0.051	LOC105332558
PGEN_.00g009830	3.1	LOC117690998
PGEN_.00g009850	5.25E-41	LOC105322390
PGEN_.00g009860	1.62E-19	LOC105317090
PGEN_.00g009870	8.57E-63	LOC105327593
PGEN_.00g009880	2.34E-45	LOC105335107
PGEN_.00g009890	1.42E-32	LOC105335108
PGEN_.00g009900	3.14E-37	LOC105331404
PGEN_.00g009910	2.16E-21	LOC105331405
PGEN_.00g009920	0.004	LOC105339150
PGEN_.00g009930	1.69E-09	LOC105340743
PGEN_.00g009940	5.40E-19	LOC105332359
PGEN_.00g009950	2.49E-11	LOC105325509
PGEN_.00g009960	4.2	LOC105337351
PGEN_.00g009970	2.72E-162	LOC117684919
PGEN_.00g009980	5.16E-164	LOC117684919
PGEN_.00g009990	7.36E-12	LOC105317094
PGEN_.00g010000	0.005	LOC105323859
PGEN_.00g010010	2.20E-18	LOC105324573
PGEN_.00g010020	0.5	LOC105344498
PGEN_.00g010030	2.85E-10	LOC105341081
PGEN_.00g010040	2.06E-12	LOC105317904
PGEN_.00g010050	7.53E-36	LOC105317904
PGEN_.00g010060	9.34E-31	LOC105333666
PGEN_.00g010070	8.27E-05	LOC105341213
PGEN_.00g010080	7.08E-05	LOC105344535
PGEN_.00g010090	0.23	LOC105341213
PGEN_.00g010100	9.60E-06	LOC105341213
PGEN_.00g010110	2.50E-13	LOC105333667
PGEN_.00g010120	6.20E-09	LOC105318284
PGEN_.00g010130	1.32E-06	LOC105318056
PGEN_.00g010140	1.9	LOC105348209
PGEN_.00g010150	2.81E-44	LOC105324448
PGEN_.00g010160	4.12E-17	LOC105333669
PGEN_.00g010170	0.013	LOC117687858
PGEN_.00g010180	5.5	LOC105338822
PGEN_.00g010190	4	LOC105343498
PGEN_.00g010200	8.73E-14	LOC105320630
PGEN_.00g010210	3.65E-24	LOC105339732
PGEN_.00g010220	0.56	LOC105339229
PGEN_.00g010230	2.86E-18	LOC105327596
PGEN_.00g010240	4.68E-18	LOC117689813
PGEN_.00g010250	6.61E-19	LOC105343180
PGEN_.00g010260	0.11	LOC105324671
PGEN_.00g010270	2	LOC105333845
PGEN_.00g010280	2.5	LOC105326652
PGEN_.00g010290	1.79E-05	LOC117685825
PGEN_.00g010300	0.18	LOC105322541
PGEN_.00g010310	2.05E-11	LOC105346360
PGEN_.00g010320	0.86	LOC117681290
PGEN_.00g010330	1.79E-17	LOC105332149
PGEN_.00g010340	6.75E-53	LOC105346384
PGEN_.00g010350	1.92E-04	LOC105331660
PGEN_.00g010360	0.13	LOC105319766
PGEN_.00g010370	1.3	LOC105337439
PGEN_.00g010380	2.78E-16	LOC117692930
PGEN_.00g010390	1.3	LOC105348811
PGEN_.00g010400	2.69E-59	LOC105337388
PGEN_.00g010410	5.5	LOC105335376
PGEN_.00g010420	5.64E-11	LOC105325112
PGEN_.00g010430	1.96E-14	LOC105325110
PGEN_.00g010440	1.03E-27	LOC105331660
PGEN_.00g010450	0	LOC105347861
PGEN_.00g010460	8.24E-38	LOC105327842
PGEN_.00g010470	2.7	LOC105348754
PGEN_.00g010480	1.74E-26	LOC105344034
PGEN_.00g010490	1.68E-21	LOC105321473
PGEN_.00g010500	1.27E-11	LOC105332171
PGEN_.00g010530	1	LOC117685825
PGEN_.00g010540	0.48	LOC105339079
PGEN_.00g010560	1.9	LOC105346823
PGEN_.00g010570	2.05E-21	LOC105334520
PGEN_.00g010580	0.019	LOC105323094
PGEN_.00g010590	2.4	LOC117681602
PGEN_.00g010600	4.77E-05	LOC105322220
PGEN_.00g010610	2.98E-20	LOC105336972
PGEN_.00g010620	3.20E-45	LOC105348704
PGEN_.00g010630	2.89E-69	LOC105337911
PGEN_.00g010640	6.03E-16	LOC105321473
PGEN_.00g010650	5.09E-74	LOC117682873
PGEN_.00g010660	2.72E-16	LOC105325920
PGEN_.00g010670	7.51E-26	LOC109618360
PGEN_.00g010680	3.97E-24	LOC117690871
PGEN_.00g010690	2.67E-52	LOC117688434
PGEN_.00g010700	6.54E-06	LOC117692933
PGEN_.00g010710	3.1	LOC105317395
PGEN_.00g010720	2.12E-11	LOC105349000
PGEN_.00g010730	1.80E-06	LOC105340655
PGEN_.00g010740	8.18E-05	LOC117683587
PGEN_.00g010750	6.21E-34	LOC105341115
PGEN_.00g010760	3.15E-07	LOC117692908
PGEN_.00g010780	9.11E-100	LOC109618360
PGEN_.00g010790	0.061	LOC117683100
PGEN_.00g010800	1.74E-15	LOC105321473
PGEN_.00g010810	4.56E-13	LOC105324448
PGEN_.00g010820	1.06E-08	LOC105325424
PGEN_.00g010830	2.34E-124	LOC105349146
PGEN_.00g010850	0.25	LOC105323021
PGEN_.00g010860	4.54E-20	LOC105338164
PGEN_.00g010870	1.71E-123	LOC105349146
PGEN_.00g010880	7.16E-07	LOC105334520
PGEN_.00g010890	3.83E-14	LOC105332627
PGEN_.00g010900	3.48E-15	LOC105321692
PGEN_.00g010910	1.56E-19	LOC117681222
PGEN_.00g010920	3.93E-06	LOC117683133
PGEN_.00g010930	1.05E-54	LOC117685425
PGEN_.00g010940	8.34E-23	LOC105338164
PGEN_.00g010950	0.003	LOC105345678
PGEN_.00g010960	9.4	LOC117681084
PGEN_.00g010970	4.11E-21	LOC117684320
PGEN_.00g010980	0	LOC105329231
PGEN_.00g010990	0.31	LOC105318975
PGEN_.00g011000	3.8	LOC105325699
PGEN_.00g011010	0.61	LOC117687883
PGEN_.00g011020	0.14	LOC117690807
PGEN_.00g011030	2.6	LOC105332548
PGEN_.00g011040	2.84E-06	LOC105331136
PGEN_.00g011050	1.46E-15	LOC105331135
PGEN_.00g011060	0.67	LOC105325015
PGEN_.00g011070	9.11E-11	LOC117688590
PGEN_.00g011080	7.84E-09	LOC105342869
PGEN_.00g011090	1.09E-09	LOC105328845
PGEN_.00g011100	5.86E-41	LOC105346775
PGEN_.00g011110	2.66E-35	LOC105346775
PGEN_.00g011120	2.40E-180	LOC105319678
PGEN_.00g011130	3.42E-04	LOC105332116
PGEN_.00g011140	1.24E-07	LOC105332114
PGEN_.00g011150	6.52E-11	LOC105332113
PGEN_.00g011160	2.22E-29	LOC105331660
PGEN_.00g011170	3.23E-26	LOC105342100
PGEN_.00g011180	0.002	LOC117689484
PGEN_.00g011190	5.18E-25	LOC105344131
PGEN_.00g011200	8.9	LOC105342550
PGEN_.00g011210	5.74E-19	LOC117691177
PGEN_.00g011220	0.007	LOC117693052
PGEN_.00g011230	4.65E-35	LOC117692956
PGEN_.00g011240	6.82E-05	LOC105336351
PGEN_.00g011250	1.33E-05	LOC105341336
PGEN_.00g011260	1.06E-121	LOC105341335
PGEN_.00g011270	2.04E-116	LOC105341335
PGEN_.00g011280	3.65E-15	LOC105341336
PGEN_.00g011290	1.13E-37	LOC117693112
PGEN_.00g011300	0.008	LOC117690915
PGEN_.00g011310	0.088	LOC105334096
PGEN_.00g011320	0.19	LOC117690978
PGEN_.00g011340	6.94E-05	LOC117691773
PGEN_.00g011350	0.002	LOC105321986
PGEN_.00g011360	1.87E-20	LOC105322483
PGEN_.00g011370	2.44E-04	LOC105321986
PGEN_.00g011380	2.9	LOC105335447
PGEN_.00g011390	1.37E-06	LOC117691130
PGEN_.00g011400	2.66E-04	LOC105331274
PGEN_.00g011410	0.005	LOC117690912
PGEN_.00g011420	0.59	LOC117690912
PGEN_.00g011430	1.82E-13	LOC117685910
PGEN_.00g011440	0.089	LOC105338516
PGEN_.00g011450	8.15E-36	LOC117683107
PGEN_.00g011460	0.059	LOC105344498
PGEN_.00g011470	6.4	LOC109620039
PGEN_.00g011480	2.68E-05	LOC117692933
PGEN_.00g011490	3.00E-78	LOC109618360
PGEN_.00g011500	5.14E-14	LOC117685910
PGEN_.00g011510	2.96E-67	LOC109619637
PGEN_.00g011520	2.87E-83	LOC117682029
PGEN_.00g011530	1.09E-05	LOC105346967
PGEN_.00g011540	6.81E-28	LOC105325705
PGEN_.00g011550	1.16E-19	LOC117680987
PGEN_.00g011560	5.28E-12	LOC105333474
PGEN_.00g011570	5.39E-22	LOC105332139
PGEN_.00g011580	8.50E-19	LOC105317448
PGEN_.00g011590	8	LOC105331195
PGEN_.00g011600	0.027	LOC105325933
PGEN_.00g011610	7.7	LOC105337388
PGEN_.00g011620	1.11E-17	LOC109618360
PGEN_.00g011630	2.22E-14	LOC105336992
PGEN_.00g011640	2.93E-29	LOC117690154
PGEN_.00g011650	1.66E-04	LOC105336992
PGEN_.00g011660	3.40E-07	LOC105340113
PGEN_.00g011670	3.04E-27	LOC105328499
PGEN_.00g011680	1.56E-160	LOC105328496
PGEN_.00g011690	4.12E-32	LOC105328495
PGEN_.00g011700	4.71E-10	LOC117682797
PGEN_.00g011710	1.69E-32	LOC105329522
PGEN_.00g011720	4.40E-46	LOC117686323
PGEN_.00g011730	1.09E-07	LOC105337388
PGEN_.00g011740	9.33E-07	LOC105336828
PGEN_.00g011750	0.98	LOC105338111
PGEN_.00g011760	1.26E-14	LOC105336828
PGEN_.00g011770	3.34E-12	LOC105336829
PGEN_.00g011780	0.002	LOC105317818
PGEN_.00g011790	1.26E-100	LOC105336109
PGEN_.00g011800	4.13E-17	LOC105336832
PGEN_.00g011810	1.32E-42	LOC109619828
PGEN_.00g011830	7.69E-06	LOC109618591
PGEN_.00g011840	1.90E-04	LOC105346981
PGEN_.00g011850	9.94E-16	LOC117689813
PGEN_.00g011860	7.96E-34	LOC117681268
PGEN_.00g011880	1.31E-19	LOC105319771
PGEN_.00g011890	1.27E-04	LOC105327358
PGEN_.00g011900	7.27E-20	LOC105320395
PGEN_.00g011910	1.83E-12	LOC105338639
PGEN_.00g011920	2.23E-12	LOC117686532
PGEN_.00g011950	3.39E-09	LOC105334536
PGEN_.00g011960	7.61E-07	LOC105340506
PGEN_.00g011970	9.7	LOC105342808
PGEN_.00g011980	6.71E-49	LOC105343682
PGEN_.00g011990	4.69E-26	LOC105331660
PGEN_.00g012000	5.24E-04	LOC117682310
PGEN_.00g012010	2.4	LOC117684517
PGEN_.00g012020	8.1	LOC117683953
PGEN_.00g012030	4.68E-11	LOC105326999
PGEN_.00g012040	4.66E-27	LOC117685107
PGEN_.00g012050	0	LOC117682873
PGEN_.00g012060	0.11	LOC109617204
PGEN_.00g012070	1.17E-10	LOC105332146
PGEN_.00g012080	7.92E-79	LOC109618848
PGEN_.00g012090	1.91E-07	LOC105339732
PGEN_.00g012100	4.75E-42	LOC105321596
PGEN_.00g012110	7.60E-08	LOC105321596
PGEN_.00g012120	3.89E-24	LOC117685317
PGEN_.00g012130	0.001	LOC105339253
PGEN_.00g012140	1.29E-13	LOC117688840
PGEN_.00g012150	7.5	LOC105317988
PGEN_.00g012160	1.99E-25	LOC105317808
PGEN_.00g012170	2.77E-13	LOC117693035
PGEN_.00g012180	3.37E-44	LOC105317809
PGEN_.00g012190	5.69E-30	LOC105317810
PGEN_.00g012200	5.26E-53	LOC105338164
PGEN_.00g012220	1.5	LOC105330135
PGEN_.00g012230	1	LOC105335508
PGEN_.00g012250	5.12E-18	LOC105347209
PGEN_.00g012260	3.06E-31	LOC105343998
PGEN_.00g012270	6.53E-17	LOC105343230
PGEN_.00g012280	8.34E-21	LOC105343230
PGEN_.00g012290	6.69E-105	LOC105342462
PGEN_.00g012300	0.24	LOC105323883
PGEN_.00g012310	2.24E-04	LOC117692956
PGEN_.00g012320	2.81E-94	LOC117682941
PGEN_.00g012330	7.78E-24	LOC105336766
PGEN_.00g012340	1.64E-09	LOC105342789
PGEN_.00g012350	4.01E-09	LOC109619288
